cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type,publisher_type,publisher_description
2,"M Méndez, SH Shah, C Golembeski, L Bedsworth, ...",Centering environmental justice in United States (US) National Climate Assessments (NCAs): a historical and contemporary analysis,2025,Climatic Change,Springer,https://link.springer.com/article/10.1007/s10584-025-03924-5,https://scholar.google.com/scholar?cites=10051554742876640903&as_sdt=2005&sciodt=2007&hl=en,43,2025-09-15,HTML,10.1007/s10584-025-03924-5,2,2,0,5,1,"… An interactive mapping application, the Climate and Economic Justice Screening Tool (CJEST), supported federal resource allocation for Justice40. Other major initiatives included the …",https://link.springer.com/article/10.1007/s10584-025-03924-5,https://scholar.google.com/scholar?q=related:hxaOgchLfosJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Commercial academic publishers,Springer Nature is a global for-profit academic publisher. Part of Springer Nature; commercial scholarly publisher.
0,"M PALMEIRA, E UY, M LEBERTH",Wake Up Call,2024,NA,greenlining.org,https://greenlining.org/wp-content/uploads/2024/10/Bluelining_2.0_FINAL_report_2024.pdf,NA,432,2025-09-15,PDF,NA,0,0,0,3,1,"… To identify communities of color, we pulled data from the Climate and Economic Justice Screening Tool that identified the percentage of white households in 2010 census tracts utilizing …",https://greenlining.org/wp-content/uploads/2024/10/Bluelining_2.0_FINAL_report_2024.pdf,https://scholar.google.com/scholar?q=related:xdxKeeBRbHkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Equity and justice,Applied,Grey literature platforms,Nonprofit policy institute publishing equity reports/briefs.
12,"M Pastor, JM Cha, M Méndez, ...",California dreaming: Why environmental justice is integral to the success of climate change policy,2024,Proceedings of the …,pnas.org,https://www.pnas.org/doi/abs/10.1073/pnas.2310073121,https://scholar.google.com/scholar?cites=9636989892417195320&as_sdt=2005&sciodt=2007&hl=en,245,2025-09-15,NA,10.1073/pnas.2310073121,12,12,3,4,1,"In the realm of climate policy, issues of environmental justice (EJ) are often treated as second-order affairs compared to overarching sustainability goals. We argue that EJ is in fact …",https://www.pnas.org/doi/pdf/10.1073/pnas.2310073121,https://scholar.google.com/scholar?q=related:OI2OiT93vYUJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Governance, policy & institutional frameworks",Critiqued,Scholarly society / association publishers,PNAS (Proceedings of the National Academy of Sciences) is published by the U.S. National Academy of Sciences (a learned society).
8,"M Pollack, R Piansky, S Gupta, D Molzahn",Equitably allocating wildfire resilience investments for power grids—The curse of aggregation and vulnerability indices,2025,Applied Energy,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306261925002417,https://scholar.google.com/scholar?cites=10262103350734815200&as_sdt=2005&sciodt=2007&hl=en,97,2025-09-15,NA,NA,8,8,2,4,1,"… Tool (CEJST) receive 40% of the total benefit realized by the investment. However, there is limited research on the practicality of applying vulnerability indices like the CEJST to real-…",https://arxiv.org/pdf/2404.11520,https://scholar.google.com/scholar?q=related:4P_kZKBQao4J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Energy & decarbonization,Critiqued,Commercial academic publishers,For-profit multinational academic publisher.
1,M Prasad,Emergency Management Threats and Hazards: Water,2024,NA,taylorfrancis.com,https://www.taylorfrancis.com/books/mono/10.1201/9781003474685/emergency-management-threats-hazards-michael-prasad,https://scholar.google.com/scholar?cites=16133521416769286379&as_sdt=2005&sciodt=2007&hl=en,790,2025-09-15,BOOK,10.1201/9781003474685,1,1,1,1,1,"… Climate and Economic Justice Screening Tool. Executive Office of the President of the United States. See https://screeningtool.geoplatform.gov/en/#3/33.47/-97.5 Fagel, MJ, Mathews, …",NA,https://scholar.google.com/scholar?q=related:67Cw3j_I5d8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Other,Mentioned/Context,Commercial academic publishers,Taylor & Francis Group is an international company originating in the United Kingdom that publishes books and academic journals.
0,"M R. Greenberg, D Schneider",Method: Apportioning Temporal Changes in Environmental And Social Justice Metrics by Geographical Layers,2025,Environmental Justice,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2024.0012,NA,266,2025-09-15,NA,10.1089/env.2024.0012,0,0,0,2,1,This article sets forth and illustrates a method to separate temporal changes in environmental and social justice indicators in local areas from influences at larger scales. It identifies …,NA,https://scholar.google.com/scholar?q=related:bRWG_a6X2pkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Equity and justice,Applied,Commercial academic publishers,"Mary Ann Liebert, Inc. is a scientific journal publisher (now part of Sage)."
12,"M Shields, A Cooperman, M Kreider, F Oteri, Z Hemez, ...",The impacts of developing a port network for floating offshore wind energy on the west coast of the united states,2023,NA,osti.gov,https://www.osti.gov/biblio/2005543,https://scholar.google.com/scholar?cites=11320851016981549515&as_sdt=2005&sciodt=2007&hl=en,540,2025-09-15,NA,NA,12,6,2,6,2,"Floating offshore wind is a pre-commercial industry with the potential for significant market growth on the US West Coast in the near future; however, significant investment in port …",https://www.osti.gov/servlets/purl/2005543,https://scholar.google.com/scholar?q=related:yxFO_gS-G50J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Energy & decarbonization,Mentioned/Context,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
3,"M Singer, C Johnson, A Wilson",Clean Cities Coalitions: 2022 Activity Report,2024,NA,osti.gov,https://www.osti.gov/biblio/2283929,https://scholar.google.com/scholar?cites=7075869949102848950&as_sdt=2005&sciodt=2007&hl=en,414,2025-09-15,NA,NA,3,3,1,3,1,"… So, the CEJST definition of DAC was used for analysis of the 2022 reporting data about the operating area of vehicles, in addition to the interim NEVI definition used previously, for …",https://www.osti.gov/servlets/purl/2283929,https://scholar.google.com/scholar?q=related:tvsiqTqKMmIJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Transit, mobility & transportation",Applied,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
2,"M Singer, C Johnson, A Wilson, L Reichelt, M Abdullah, ...",Clean Cities and Communities Partnership 2023 Activity Report,2025,NA,osti.gov,https://www.osti.gov/biblio/2522772,https://scholar.google.com/scholar?cites=16690403674844481326&as_sdt=2005&sciodt=2007&hl=en,248,2025-09-15,NA,NA,2,2,0,6,1,… Council on Environmental Quality’s CEJST geographic designation of DACs by census tract… use CEJST to identify DACs that can be geospatially mapped.This direction to use CEJST for …,https://www.osti.gov/servlets/purl/2522772,https://scholar.google.com/scholar?q=related:Lsf6dLY5oOcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Transit, mobility & transportation",Applied,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
6,M Snyder,Environmental justice and public company disclosures: mandatory reporting for polluting facilities located in minority and low-income communities,2022,U. Det. Mercy L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/udetmr100&section=17,https://scholar.google.com/scholar?cites=2471577790393016276&as_sdt=2005&sciodt=2007&hl=en,278,2025-09-15,NA,NA,6,2,6,1,3,… create a geospatial Climate and Economic Justice Screening Tool and shall annually … and the development of a Climate and Economic Justice Screening Tool will play key roles in the …,NA,https://scholar.google.com/scholar?q=related:1N8ex-fOTCIJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
0,"M Staley, M Bentley",North Birmingham Alternative Transportation Improvement Roadmap,2024,NA,osti.gov,https://www.osti.gov/servlets/purl/2438556,NA,333,2025-09-15,PDF,NA,0,0,0,2,1,"The community of North Birmingham, Alabama, participated in the Communities LEAP pilot program. As part of this technical assistance pilot, the Alabama Clean Fuels Coalition …",https://www.osti.gov/servlets/purl/2438556,https://scholar.google.com/scholar?q=related:pjXmeBvV08QJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Transit, mobility & transportation",Mentioned/Context,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
5,"M Tedesco, S Foster, A Baptista, C Zuzak","A multi-hazard climate, displacement and socio-vulnerability score for New York City",2024,Sustainability,mdpi.com,https://www.mdpi.com/2071-1050/16/1/42?utm_campaign=releaseissue_sustainabilityutm_medium=emailutm_source=releaseissueutm_term=doilink355,https://scholar.google.com/scholar?cites=15777910772660723316&as_sdt=2005&sciodt=2007&hl=en,359,2025-09-15,HTML,NA,5,5,1,4,1,"Understanding and quantifying the compounding effects of climate change, displacement and socio-vulnerability is crucial for the development and implementation of timely mitigation …",https://www.mdpi.com/2071-1050/16/1/42?utm_campaign=releaseissue_sustainabilityutm_medium=emailutm_source=releaseissueutm_term=doilink355,https://scholar.google.com/scholar?q=related:dF5AtkBm9toJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Climate hazards & risks,Mentioned/Context,Open access publishers,"MDPI is an open-access publisher, all journals OA via APCs."
0,"M Venkatraman, B Holecek",Bringing Power to Disadvantaged Communities: Leveraging Federal Solar PV Assets to Sustain Communities during Extreme Weather Events,2024,NA,aceee.org,https://www.aceee.org/sites/default/files/proceedings/ssb24/assets/attachments/20240722163143987_530e032e-6d3c-4c99-823b-e936bd7cabb1.pdf,NA,142,2025-09-15,PDF,NA,0,0,0,2,1,"… The Climate and Economic Justice Screening Tool (CEJST) … The CEJST definition provides a useful starting point for … a DAC according to the CEJST, they should still consider …",https://www.aceee.org/sites/default/files/proceedings/ssb24/assets/attachments/20240722163143987_530e032e-6d3c-4c99-823b-e936bd7cabb1.pdf,https://scholar.google.com/scholar?q=related:DG7LLwIBD7cJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,Energy & decarbonization,Mentioned/Context,Grey literature platforms,"ACEEE is the American Council for an Energy-Efficient Economy, a nonprofit energy-policy research organization."
19,"M Walls, S Hines, L Ruggles","Implementation of Justice40: Challenges, opportunities, and a status update",2024,Resources for the Future,media.rff.org,https://media.rff.org/documents/Report_24-01.pdf,https://scholar.google.com/scholar?cites=15650674557742901881&as_sdt=2005&sciodt=2007&hl=en,22,2025-09-15,PDF,NA,19,19,6,3,1,"… Agencies are required to use the CEJST to identify which communities are disadvantaged for the purposes of Justice40. Although CEJST has some strengths, it also has some …",https://media.rff.org/documents/Report_24-01.pdf,https://scholar.google.com/scholar?q=related:eWqC5ZZdMtkJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),NA,NA,"Governance, policy & institutional frameworks",Evaluated,Grey literature platforms,"Resources for the Future (RFF) is a nonprofit research institute. Its “media.rff.org” hosts reports, policy briefs, and data (grey literature) ."
